name,year,stars,abstract
Monggollian peulinseseu,(2015),6.4,"Un día, te caíste del cielo.Nunca supe amar a alguien podría traer tanta felicidad.Veo el mundo de manera diferente por ti.Soy una persona diferente porque vives en mi corazón."
Dohee-ya,(2014),6.9,Un joven oficial de policía es enviado a trabajar en un pequeño pueblo y lleva a un adolescente para protegerla de su padrastro abusivo.
Gyeongju,(2014),6.9,"Un profesor de Pekín regresa a sus terrenos de pisotear para el funeral de un amigo.Reflexionando sobre el pasado, se encuentra con un dueño de una tienda de té que despierta sentimientos de amor en un momento de dolor."
Ggeutggaji ganda,(2014),7.2,"Después de tratar de encubrir un accidente automovilístico que dejó a un hombre muerto, un detective homicidio torcido está acechado por un hombre misterioso que afirma haber presenciado el evento."
Ildaeil,(2014),5.7,"Uno a uno: después de que un estudiante de secundaria sea asesinado, los siete sospechosos son cazados por miembros de una organización terrorista."
U-neun nam-ja,(2014),6.8,"Un hit hombre traumatizado de matar accidentalmente a una joven durante un trabajo se le da la misión de eliminar a su madre, y comienza la lucha final para salvar su vida."
Peulraenmaen,(2014),7,"Jeong-Seok es un bibliotecario que es obsesivo-compulsivo y debe establecer planes para todo.Incapaz de llevarse bien con los demás debido a una personalidad de este tipo, cae para un trabajador de la tienda de conveniencia que es muy parecido a él."
Sookhee,(2014),5.2,"Después de yoon, un profesor de filosofía, cayó de un ataque al corazón, su esposa trae a Sookhee, un asistente de cuidado.Ella trata a su paciente como su hijo, además de darle emoción sexual."
La colina de la libertad,(2014),6.9,"Kwon regresa a Seúl desde las montañas y se le da un paquete de cartas de Mori de regreso de Japón para proponerle.Kwon gota y dispersa las letras sin fecha.Ella los lee y tiene que dar sentido a la cronología, ¿y debemos hacerlo?"
Kaechimi,(2013),6.3,"El detective de la policía de disparo en caliente le permite obtener un conductor de hit-and-ejecución.Él descubre que el conductor es su novia perdida de hace diez años.A medida que se acumula su récord de crimen, trata de protegerla."
Vivo,(2014),6.9,Un simple obrero en un remoto pueblo de montaña es impulsado a las medidas desesperadas para proporcionar a las mujeres en su vida.
Hai-hil,(2014),6.7,"De los ojos de la gente, parece un policía sádico que no le da a su enemigo.Pero, en lo profundo de su corazón, Ji-Wook oculta su deseo de convertirse en una mujer."
Oda a mi padre,(2014),7.9,"En medio del tiempo de la guerra coreana, el voto de un niño para cuidar de su familia marcó el comienzo de una promesa de por vida que abarcan 60 años."
The Crossing,(I) (2014),6.2,"En medio de la revolución china a fines de la década de 1940, las parejas huyen a la isla de Taiwán."
Sonyeogoedam,(2014),6,"Un adolescente, con la capacidad de ver fantasmas, regresa a su ciudad natal para enfrentar a sus demonios."
Revivre,(2014),6.6,Un hombre de mediana edad que recientemente ha perdido a su esposa al cáncer se entrega a fantasías sobre una mujer joven en su trabajo.
Uribyeol Ilho-wa Eollukso,(2014),5.8,Una aventura de Il-Ho la niña satélite y una vaca tímida para salvar al mundo de un monstruo negro.
Ka-teu,(2014),6.7,Los empleados de una banda de minoristas de descuento de caja grande se juntan cuando los trabajadores del contrato son despedidos sumariamente.
Sal in Ja,(2014),4.9,"Joo-hyeop es un asesino en serie que vive en el campo ocultando su identidad.Cuando su hijo se hace amigo de una niña que es la única persona que conoce su verdadera identidad, Joo-Hyeop decide la mata por el bien de él y su hijo."
Hwaryeonhan oechul,(2013),5.5,Hee-soo es un compositor solitario que no lo está haciendo muy bien con su trabajo.Nuevas ideas fluyen cuando se encuentra con un chico de secundaria que quiere aprender a tocar el piano.
Deo pa-i-beu,(2013),6.5,EUN-A perdió a su familia a manos de un asesino en serie.Ella es ahora mental y físicamente destruida.Luego decide vengarse por la ayuda de cuatro personas de diferentes vengas para cumplir su venganza.
Gipeuteodeu,(2014),5.7,"Un joven se ve obligado a trabajar para una organización criminal después de que perdió su trabajo, pero pronto descubre una creciente lujuria por la violencia y el asesinato."
Mei-deu in Chai-na,(2014),6.7,"Es David versus Goliath cuando un hombre, Chen, descubre una conspiración corporativa que involucra a Eels contaminados por Mercurio.Mientras se escapa en Corea del Sur para investigar, Chen encuentra una conexión con una mujer llamada MI."
I-geos-i oo-lee-eui kkeut-ida,(2014),5.9,Las diversas caras de los jóvenes y las personas en un espacio cerrado de una tienda de conveniencia durante 12 horas.
Big Match,(2014),6.1,"Un planificador de juegos convierte a toda la ciudad en un juego de mesa, a través de la tecnología, con los ciudadanos como los peones."
Geo-jin-mal,(2014),6.4,"Ayoung es una joven que vive una vida menos humilde que trabaja como asistente en una clínica de dermatología.Aunque Ayoung apenas hace que terminan reunirse en un desgraciado salario obtenido al estallar los espinillas, ella tiene un secreto."
Kkum-bo-da hae-mong,(2014),6.6,"Una actriz gruñona, su ex novio perdido, un detective amistoso y su hermana dañada forman la red de melancolía encantada, con la ayuda de un pequeño Soju."
Na-eui dok-jae-ja,(2014),6.2,"Sung-Geun es un actor uralentado que se gana la vida jugando roles menores. Le sucede a la tierra en el papel de Kim Il-Sung, el ex líder de Corea del Norte, para el ensayo de la Cumbre de Corea del Sur-Corea."
Red Carpet,(III) (2014),6.2,"El director de cine adulto, Jung-Woo sueña con trabajar como director regular de cine comercial.EUN-SOO es una actriz de cine comercial, que comenzó su carrera cuando era una niña.Después de que Jung-Woo se encuentra con Eun-soo, se enfrenta a enormes cambios en su vida."
Seoul Mates,(2014),6.4,Un cuento de doblado de género de la mujer transgénero filipina y el hombre gay discreto coreano que se encuentran y se cotizan entre sí.
Haebangchon: Chapter 1,(2015),6.1,Los extranjeros que viven en una pequeña ciudad en Corea del Sur luchan para recuperar sus libertades individuales durante una mafia con cargo de su vecindario.Los conflictos familiares internos dentro de la mafia presentan sus propias necesidades de libertad.
Mu-roe-han,(2015),6,"Para capturar un enfoque de la mafia, el detective de homicidios Jung se hace amigo de su novia, Hye-Kyung, solo para enamorarse de ella."
Zhong fan 20 sui,(2015),6.6,Una mujer de 70 años que vive infelizmente con la familia de su hijo está restaurada mágicamente a su belleza de 50 años antes.Las complicaciones se producen.
El Trono,(2015),7.1,"Ubicado en la corea del siglo XVIII, la lucha del rey gobernante de Yeongjo de largo y gobernante, Sado, ve al rey, tome medidas extremas para lidiar con su heredero."
Seoul Searching,(2015),7,"En 1986, un grupo de adolescentes coreanos nacidos extranjeros asisten a un campamento de verano en Corea del Sur."
Gangnam 1970,(2015),6.3,"Jong-DAE y Yong-Ki se ganan la vida recogiendo papel y botellas vacías.Ambos se unen a diferentes claves de gángsters y se involucran en una lucha de intereses políticos sobre el desarrollo en Gangnam, Seúl."
Ak-ui yeon-dae-gi,(2015),6.8,Un detective decorado involucrado en la muerte de un conductor de taxi se da cuenta de que está atrapado en una trampa y debe desenredar errores pasados para averiguar por qué estaba dirigido en primer lugar.
A los veinte,(2015),6.8,"Una historia sobre tres amigos, chiho, dongwoo y gyungjae.Cada uno de ellos acaba de cumplir 20 años y deben decidir qué hacer con su vida."
Hyeomnyeo: Kar-ui gi-eok,(2015),6.4,"Mientras que en Corea medieval, una joven se propone vengarse de la traición y la muerte de su madre.Pero por lo tanto, debe enfrentar a uno de los hombres y guerreros más poderosos de la dinastía Goryo."
El infiltrado,(2015),7.1,"Un antiguo que Henchman político busca vengarse por ser eliminado por un político despiadado, mientras que un investigador decidido intenta encontrar una prueba de una conexión entre los dos."
Madonna,(2015),6.1,"Una enfermera del Hospital VIP está en un viaje para descubrir a los familiares de la prostituta muerta cerebral, y descubre su historia de vida triste."
Eun-mil-han yu-hok,(2015),6.2,"Una mujer joven endeudada obtiene una propuesta de un hombre guapo para solicitar el trabajo en un yate de lujo con su jefe, el antiguo presidente de una gran empresa, donde pueden manipularlo para que se ponga en manos de su riqueza."
Ssesibong,(2015),6.2,"Cuando el chico de campo, Oh, Geun-Tae, se empuja al bullicioso mundo de la música icónica de la música de Seúl, Café-C'est SI BON, él, sin saberlo, se convierte en el tercer miembro de la ya por debut 'C'est Si Bon Trio'."
Oneului yeonae,(2015),6.2,"Un reportero climático elegante en la televisión y una boozer de boca desagradable, hyu-woo malabares tres relaciones con tres hombres de diferentes personalidades.Esta es la ""historia de amor"" de su vida."
Amsal,(2015),7.3,"Mientras que Corea está ocupada por el ejército japonés en 1933, la resistencia planea matar al comandante japonés.Pero su plan está amenazado por un traidor dentro de su grupo y también las fuerzas de los enemigos las están cazando."
Joseon Myungtamjung: Nobui Ddal,(2015),6.3,"El principal detective de Joseon, Kim Min, intenta rastrear a los responsables de la circulación de cantidades masivas de lingotes de plata falsificados en Joseon.También trata de encontrar el hermano faltante de una niña."
Opiseu,(2015),6,La investigación después de un gerente de ventas que mata brutalmente a toda su familia lleva a una pista de misterio y tragedia en un equipo de trabajo abrumado en Seúl.
Salineuiloe,(2015),6.2,Un detective de la policía y el marido se vengan de un asesino en serie.
Himalaya,(2015),6.5,"Sobre la base de los verdaderos eventos, el alpinista de renombre, Um Hong-Gil, se propone la misión de Everest para recuperar su cuerpo de escalador jornalario y enfrenta el mayor desafío de su vida."
Ko-in-la-keo,(2015),6,"El único propósito de vivir de Yeonui es su hijo autista.Un día, un tiburón de préstamo llamado Jaegon la amenaza para pagar la deuda de su esposo de su jugador.La vida desesperada y trágica se expresa con mucha densidad."
Taeyangeul hyanghae sswara,(2015),6.3,Una historia de un hombre que tiene un recuerdo inolvidable y que desea mantenerlo en su corazón.
Intimate Enemies,(2015),4.8,"Después de un accidente, un hombre y una mujer han encontrado una gran bolsa llena de dinero y deciden mantenerla.Pero el mafiostro que ha perdido el dinero lo está buscando."
Dorihwaga,(2015),6.4,"Durante la dinastía Joseon, el chae-sol de bajo consumo desafía la regla que solo afirma que solo los hombres permitieron cantar mientras navegaban por la devoción a su maestro y las demandas del padre del rey."
Nae sim-jang-eool sswa-la,(2015),7.2,"Sobre la base de la novela más vendida del mismo nombre, este Drambull sigue a dos pacientes psiquiátricos, uno esquizofrénico, el otro cuerdo y cometido contra su voluntad, que forja un vínculo de amistad y eclosionó un plan para escapar."
Heosamgwan maehyeolgi,(2015),6.8,"Establecido en la década de 1960, esta película es una historia sobre un hombre sin dinero ni planes y sus luchas con la realidad, basada en la novela más rápida ""Crónica de un comerciante de sangre""."
Belleza interior,(2015),7.4,"Un surcoreano tiene un cuerpo de una persona diferente, cambiando todas las mañanas a un cuerpo ""prestado"" por un día - hombre, mujer, viejo, niño y, a veces, un extranjero.""Él"" trabaja como diseñador de muebles.Él ama a una niña.Ella lo ama por la belleza dentro."
Estación Zombie: Seúl,(2016),6.2,Varios grupos de personas intentan sobrevivir a una pandemia de zombies que se unen en el centro de Seúl.
Woking-geol,(2015),6.2,"Después de ser despedido de una compañía de juguetes para niños, un ejecutivo de marketing con exceso de trabajo se encuentra con su vecino de la tienda de sexo bohemio para crear mejores juguetes de un tipo diferente, reinando su matrimonio precipitado en el proceso."
Geomeunson,(2015),4.3,"El amante de un neurocirujano experimenta extraños eventos a su alrededor, después de que el neurocirujano trasplantó su mano nuevamente, ha perdido en un accidente."
A Korean in Paris,(2015),5.2,"Un marido recorre el inframundo de París en busca de su esposa que desapareció durante su luna de miel hace dos años.Muestra su foto a las prostitutas en los traseros, pero en vano, por lo que su búsqueda continúa."
Silenciadas,(2015),5.8,"Una niña se transfiere a una misteriosa escuela de embarque, donde se ve obligada a descubrir sus secretos para sobrevivir."
12 Deep Red Nights,(2015),5.4,Película de antología de horror surcoreana.
Chosun Masoolsa,(2015),6,"Durante la dinastía Joseon en Corea, la princesa viaja a la Qing para tener un matrimonio beneficioso.En su viaje a la Qing, se reúne y se enamora de un mago."
Seong-sil-han na-la-ui Ael-li-seu,(2015),6.8,"Souncham lucha por pagar facturas por su marido vegetativo.A pesar de su arduo trabajo, no hay esperanza y su esposo nunca parece despertarse.Un cuento de hadas cruel con el desempeño impactante de Lee."
A-il-laen-deu: Si-gan-ui seom,(2015),5.5,"Un hombre pensativo visita una casa vacía.Un vecino le dice que la casa está encantada, pero él lo ignora.La segunda característica del parque Jinseong que tiene lugar en la isla de Jeju, se ve en el dolor de la vida."
Sungnan Hwaga,(2015),4.7,Un cazador y un conductor están siguiendo a un asesino malvado que huyó de Corea del Sur a Estonia.
Deoti romansu,(2015),6,Una historia de un romance poco convencional e ilícito entre un niño y una niña que sufre de discapacidades.
Ul-bo,(2015),6.6,"El académico Leeseop es nuevo en clase, donde se encuentra el alboroto Hayun. Los dos se hacen amigos, influyen y cambian la vida de los demás poco a poco.Un drama que explora cuidadosamente la vida adolescente."
Sonnim,(2015),6.4,"Poco después de la Guerra de Corea, un padre y un hijo están vagando por el país y se detienen en un pueblo remoto, donde ocurren sucesos extraños y peligrosos."
Under the Sun,(2015),7.4,"La madre de Siwan, que invirtió su vida a la Iglesia con la esperanza de arreglar a sus hermanos, la enfermedad se suicidó y su padre se está escondiendo de los acreedores.Siwan, todo dejado solo, planea vengarse del líder de la iglesia."
Dinosaurios,(2012),4.8,"Tres niños que viajan hacia atrás en el tiempo hasta los 65 millones de años, donde son tomados por un dinosaurio."
Ji-geum-eun-mat-go-geu-ddae-neun-teul-li-da,(2015),7.2,"Un director de cine matrimonial cae para un pintor joven, dos veces."
Veterano,(2015),7,Un policía honesto busca justicia para un hombre común contra todas las probabilidades.Un niño rico busca venganza en el policía.
Akineun Salah Issda,(2015),5.8,"YOO-MI se pone a vengarse de la muerte de su esposa, que fue asesinada por miembros de la institución financiera que alguna vez estaba trabajando."
Seon-Ji-Ja-Ui Bam,(2015),7,"Un consejero social femenino es secuestrado por un hombre de mediana edad, quien ha llegado a llevar a su ""joven sirviente"" a la iglesia del día del día de los días que ambos pertenecían a hace 20 años."
Robot Sound,(2016),6.8,La trama gira en torno a un satélite robótico con inteligencia artificial que se estrella en Corea y contiene claves para un padre que está buscando desesperadamente a su hija desaparecida.
Geukbisusa,(2015),6.5,Un detective y un adivino se unen a encontrar un niño secuestrado a quien ninguno espera estar vivo.
Haebangchon: Chapter 1,(2015),6.1,Los extranjeros que viven en una pequeña ciudad en Corea del Sur luchan para recuperar sus libertades individuales durante una mafia con cargo de su vecindario.Los conflictos familiares internos dentro de la mafia presentan sus propias necesidades de libertad.
Seu-top,(2015),5.4,La historia de una joven pareja casada que estaba expuesta a la radiación durante la fusión en el reactor nuclear de Fukushima de Japón.
Ham-jeong,(2015),5.7,"Un joven y su novia se ven obligados a luchar por sus vidas en una isla remota, debido a un psicópata que se dirige a la mujer."
Seong-nan Byeon-ho-sa,(2015),6.6,Un abogado y un fiscal adoptan un caso de asesinato que no tiene evidencia o un cuerpo.
Tam jeong deo bigining,(2015),6.7,"Un verdadero entusiasta del crimen y un COP que enfrentan la demotación, lanzan una investigación de asesinatos conjuntos para ayudar a un amigo mutuo que está acusado injustamente de asesinato."
Deo Pon,(2015),6.6,"Una anomalía de campo magnético permite que un hombre vuelva a llamar al pasado a su esposa, quien fue asesinado hace años.Pero para salvarla, debe identificar al asesino ahora y advertirla antes de que desaparezca la anomalía."
Exorcistas,(2015),6.4,Dos sacerdotes tienen que averiguar si una joven fue atacada por un espíritu maligno o un abusador humano para salvar su vida.
Teukjong: Ryangchensalingi,(2015),6.4,"Un periodista fallido se convierte en una estrella en los medios de comunicación después de que escribió un artículo sobre la nota de un asesino en serie desconocido.Mientras aprende que la nota era solo parte de una novela, decide encubrir todo."
Eotteon salin,(2015),6.3,"Una mujer joven es violada mientras está en su camino a casa.Cuando ella es rechazada por la policía, porque no la creen, se pone a la venganza.No solo en su violador, sino también a la policía y todos los que no la creyeron."
Lanjeri Salinsageon,(2015),5.8,Una mujer trata de resolver el misterioso asesinato de la hermana que traicionó a su marido y que fue chantajeado por uno de sus amantes.
Yeonaeui mat,(2015),6.1,Un urólogo femenino y una clínica abierta de obstetra masculina en el mismo edificio.Se enredan y curan su propio dolor entre sí.
Misseu waipeu,(2015),7.1,"Un error administrativo en el cielo conduce a la muerte prematura de Yeon-Woo.Para solucionar el error, ella debe vivir como otra mujer durante un mes."
Seoboojeonsun,(2015),6.6,Un soldado norte y surcoreano está teniendo una guerra privada en los últimos días de la Guerra de Corea.
Nun-kkeo-pul,(2015),4.9,Un anciano en una isla remota hace pasteles de arroz para los muertos antes de cruzar al otro mundo.
Cho-in,(2015),6.1,¿Pueden convertirse en 'Overman' que crean nueva vida?
Scary House,(2015),6,"Una historia sobre una mujer que vaga entre sueños, fantasía y realidad.Una mujer y su esposo en sus 50 años pasan por algunos eventos, ya que arreglan un maniquí."
Malice,(I) (2015),5.2,¿Hasta dónde irías a convertirte en alguien más?
Bling,(2016),4.5,¿Un anillo 'Bling' o el coraje de salvar a su ciudad de un ejército de robots malvados ganan el corazón de la novia de Sam?
Bi-mil,(2015),5.8,"Un policía descubre un asunto de amor entre su hija adolescente y su maestra, lo que lo lleva de regreso a un caso de asesinato sin resolver investigado hace 10 años."
Yeol-jeong-gat-eun-so-ri-ha-go-it-ne,(2015),5.8,Una película basada en la novela original de Lee Hye-Rin sobre un joven reportero que lucha por sobrevivir en la guerra de noticias de entretenimiento.
Geunomida,(2015),5.9,Un hombre trata de encontrar al asesino de su hermana y quiere vengarse.Pero por lo tanto necesita la ayuda de un medio.
En presencia del diablo,(2016),7.5,"Poco después de que un extraño llegue a un pequeño pueblo, una misteriosa enfermedad comienza a propagarse.Un policía, introducido en el incidente, se ve obligado a resolver el misterio para salvar a su hija."
Daeho,(2015),7.3,"Mientras que el reino de Corea está bajo ocupación por los japoneses, un cazador viejo y experimentado es desafiado por la caza del último tigre."
Chalet,(2016),6.3,El hombre de Corea del Norte y las mujeres de Corea del Sur se encuentran en la habitación.
Cómo robar un perro,(2014),6.8,"Ji, así, una joven que no tiene una casa debido a su papá quiebras.Para obtener dinero para comprar una casa, planea robar a los perros de las personas ricas para ganar dinero de la recompensa cuando las devuelve."
Comrade Kim Goes Flying,(2012),6.4,Un minero de carbón femenino en Corea comunista aspira a ser un acróbata en un circo.
Diario de una colegiala,(2007),5.3,Un estudiante experimenta diferentes conflictos a medida que trabaja para ser un científico.
Incheon sangryuk jakjeon,(2016),6.2,Un equipo de espías se envía a Incheon para obtener inteligencia en las posiciones de Corea del Norte antes de la invasión por parte de las fuerzas de la ONU.
La era de las sombras,(2016),7.1,Los combatientes de la resistencia coreana contrabandean a los explosivos para destruir las instalaciones controladas por las fuerzas japonesas en este período de suspenso de acción.
After Love,(2017),6.5,Drama psicológico sobre las consecuencias de una relación rota.
Dedeu eogein,(2017),6.1,"Un diario maldito afecta trágicamente los destinos de dos pares de amantes.¿Qué hará un hombre por amor?Puede asustarte.Dead. De nuevo entrega miedos, humor, una montaña rusa de emoción, luego te distingue bien y fácil ... hasta un escalofrío final."
Mulgoe,(2018),6.1,Yoon Gyeom es un tema leal del rey Jung Jong de Joseon.Se esfuerza por luchar contra un monstruo que amenaza la vida del rey Jung Jong y un grupo de personas que intentan representar el rey Jung Jong.
Op-pa saeng-gak,(2016),6.9,"Durante la Guerra de Corea, el segundo teniente Sang-Yeol encuentra a un grupo de huérfanos mientras lleva su pelotón.Empatizando con su dolor, hace un coro con los niños para protegerlos."
Seutabag-seu dabang,(2016),6.4,"Desafiando los deseos de su madre a convertirse en abogado, un joven Daydreamer persigue su sueño de abrir una cafetería, solo para encontrar que la vida, también puede ser agridulce."
Shang jin lie ren,(2016),5.5,"Es la historia de cinco cazadores de recompensas que persiguen a los fugitivos por dinero en China, Hong Kong, Corea y Tailandia."
Reset,(II) (2017),5.3,"Cuando su hijo está secuestrado, el inventor de una máquina de tiempo se adapta a varias versiones de su futuro para rescatarlo."
La doncella,(2016),8.1,"Una mujer es contratada como hecha para una heredera japonesa, pero en secreto está involucrada en una trama para defraudarla."
Like for Likes,(2016),6.2,Tres parejas se basan en las redes sociales para comunicar sus sentimientos más internos.
Justicia violenta,(2016),6.7,"Después de que un abogado de la fiscalía está enmarcado y condenado por el asesinato, trata de atrapar al verdadero asesino de la cárcel con la ayuda de una estafa."
Musudan,(2016),4.7,Algunas tropas de élite de Corea del Sur que intentan resolver una cantidad de casos faltantes y de muerte en la frontera entre Corea del Norte y Sur.
Haeuhhwa,(2016),6.7,"La historia sigue a Jung Shool, que sueña con convertirse en la mejor cantante durante el tiempo de la ocupación japonesa de Corea."
Tropical Night,(2017),6.2,Una pareja gay en Seúl enfrenta la perspectiva incierta del servicio militar y un pasado oculto de Corea del Norte.
Glory Day,(2015),6.2,"Cuatro amigos en un viaje rescatan a una mujer que está siendo golpeada por un hombre, solo para ser perseguido por la policía.Uno de ellos se extiende en la inconsciencia después de un accidente de automóvil resultante y los otros tres son arrestados por la sospecha de asesinato."
Hiya,(2016),6.7,"Lee Jin-Sang, quien se convierte en un ex convicto con el error de su vida, lucha por hacer de su hermano Lee Jin-ho a un cantante."
Neol gi-da-ri-myeo,(2016),6.7,"Una niña que perdió a su padre a un asesino en serie hace 15 años espera para su lanzamiento, mientras que un detective sospechoso sigue al asesino al sumar."
Nal Boreowayo,(2016),6.1,Una mujer se secuestra a la mitad del día y es torturada en un hospital psiquiátrico.Un periodista se pone en el rastro del caso y trata de averiguar la verdad.
Keunalui bonwigi,(2016),6.7,Una mujer cómoda y una mujer linda (en una relación de 10 años que van a ninguna parte) en un viaje de negocios se asientan uno junto al otro en un tren completo de Seúl a Busan.Comienzan a hablar cuando ella acepta que ella no puede escapar de él.
Siganitalja,(2016),6.8,"Un profesor de secundaria en 1983 y un detective en 2015 se unen a las fuerzas a través de sus sueños para cambiar el destino peligroso de la mujer que ambos aman, de 30 años de diferencia."
Misión secreta,(2017),6.6,"Cuando una organización del crimen de Corea del Norte cruza las fronteras y entra en el suelo surcoreano, un detective de Corea del Sur debe cooperar con un detective de Corea del Norte para investigar su paradero."
One-line,(2017),6.1,"Un grupo de congristas profesionales estafó a los ciudadanos deficientes, desprevenidos con préstamos bancarios fraudulentos."
Invasión Zombie,(2016),7.6,"Mientras que un virus zombie se rompe en Corea del Sur, los pasajeros luchan por sobrevivir en el tren desde Seúl hasta Busan."
Ma-seu-teo,(2016),6.6,La Unidad de Delitos Financieros de Corea del Sur lanza un arrozal para un con un hombre involucrado en un fraude financiero nacional después de que se fugace con el dinero y toma una nueva identidad.
Diario de un asesino,(2017),7.2,Un ex asesino en serie con las peleas de Alzheimer para proteger a su hija de su novio psicótico.
Bongyi Kim Seon-dal,(2016),6.6,Basado en el popular personaje de Conman de Kim Seon-Dal de Folktale coreano que famosa vendió el agua del río Daedong.
Saranghagi Ttaemoone,(2017),6.5,"Lee Hyeong es un compositor maravilloso, después de un accidente, se transformó en un mensajero de amor y tiene un poder para conectar a las personas que tienen tantos problemas para encontrar el amor y expresar sus sentimientos."
Guggadaepyo 2,(2016),6.7,"Varias mujeres, incluyendo un defector de Corea del Norte, un patinador de vía corta prohibida, una mujer de mediana edad y un estudiante de secundaria, se unen para formar el primer equipo nacional de hockey sobre hielo de la mujer de Corea del Sur."
Nuechidein bang,(2016),5.1,'Déjame ser tu testigo.Testame cada momento de tu vida.'Eres tan egoísta.'
Túnel,(2016),6.9,"Un hombre está en camino a casa cuando el túnel mal construido está conduciendo a través de colapsos, dejándolo atrapado."
Mi yue jiu dian sha ren shi jian,(2016),3.4,"Para su luna de miel romántica, el lujoso Hotel Doorman Wu Dazhi le pide a su gerente el derecho a usar la suite presidencial para satisfacer el deseo de su amada esposa.Sin embargo, las cosas no van tan dulces como se planificó."
Asura,(2016),6.7,Un policía sombrío se encuentra sobre su cabeza cuando se ve atrapado entre los asuntos internos y el alcalde corrupto de la ciudad.
Sing-geul ra-i-deo,(2017),6.6,Un hombre que ha perdido todo en su vida viaja a Australia en busca de su familia.
Beomjoeui yeowang,(2016),6.4,"Indignado por una factura de agua de $ 1,000, una madre entrometida se convirtió en un detective."
Sawoleuiggeut,(2017),5.6,"Hyun-Jin, trasladado a un apartamento desgastado en una pequeña ciudad, tiene problemas para dormir por la noche debido al ruido de su vecino de al lado."
A Way Back to Mother,(2016),5.6,"Hay miles de huérfanos de todo el mundo debido a varias razones por las cuales el divorcio de los padres, la situación económica, la madre adolescente soltera, etc.El director quiere describir cambios emocionales entre esos padres y huérfanos."
Chun-mong,(2016),6.9,"Esta es una historia sobre una chica de la que se cuidadosamente a tres hombres insignificantes.Los hombres admiran a la niña considerando que ella es un ídolo propio.Pero un día, un nuevo chico aparece en su vida."
La red,(2016),7.4,"Un pescador de Corea del Norte rompe su motor de barco por accidente y se desvía hacia Corea del Sur.Después de soportar las investigaciones brutales en el sur, finalmente se envía de regreso a Corea del Norte."
Tamjung Hong Gil-dong: Sarajin Ma-eul,(2016),6.4,"Hong Gildong es un detective privado infalible con una memoria excepcional y una personalidad peculiar.Mientras persigue el único objetivo, no logró encontrar, se enredó en una conspiración mucho más grande de la que negoció."
Merry Christmas Mr. Mo,(2016),6.8,"Esta es una tragicomedia sobre el Sr. Mo Geum-san, un hombre moribundo, su hijo Stephen, un aspirante director de cine y la novia de su hijo ye.Juntos viajan alrededor para disparar una película silenciosa inspirada en Charlie Chaplin."
Canola,(2016),7.3,"12 años después de haber perdido a su nieta en un mercado, la gran madre y la niebla se vuelven a reunirse.Pero las cosas no son tan buenas y perfectas, ya que tenían 12 años antes."
Leokki,(2016),6.9,Un perdedor no deseado asume la identidad de una víctima de amnesia sin saber que es un asesino.
Yeon-ae-dam,(2016),6.8,"Un estudiante de bellas artes se encuentra con un atractivo barman, y las dos mujeres comienzan una relación íntima."
The Guest,(III) (2016),4.6,"Un misterioso taxista lleva a Zheng Kai Home, pero deja su número de teléfono para el conductor porque no tenía dinero para la tarifa.Sin embargo, el conductor comienza a acosarlo a través de este número, y comienza la pesadilla."
Doo namja,(2016),6.2,"4 fugitivos tratando de sobrevivir y llegar a fin de mes para enfrentar la lucha día a día.Entra en Ma Dong-Seok.Intentó ayudar, pero se aprovecharon del tipo equivocado.Así que es el error clásico del tipo equivocado en el momento equivocado."
Eoneunal,(2017),6.5,"Un hombre, quien fue testigo del suicidio de su esposa, cura gradualmente sus cicatrices emocionales a través de un fatídico encuentro con una mujer en coma ..."
Suepeullit,(2016),5.7,Un hombre que una vez llamó a una leyenda de bolos equipa con una bookie y un jugador de bolos autista.
Ojang gunui baltob,(2016),7.5,"Oh, accidentalmente asistió a la guerra sin saber qué era realmente."
Mok-sum Geon Yeon-ae,(2016),5.4,"Una autoriza de la ficción de detective hace muchas historias románticas y divertidas con una policía criminal y un chico dulce fascinante cuando traza a un asesino en serie,"
Ga-lyeo-jin si-gan,(2016),7.3,"Cinco hijos van a las montañas;Mágicamente, uno vuelve un hombre."
Seom. Sa-ra-jin sa-ram-deul,(2016),6.3,Involucrar a un reportero que comienza a investigar para descubrir un caso desafortunado ocurrido en una isla remota.
Hwanjeolgi,(2016),7.1,Una historia de una madre que atraviesa la agitación emocional después de descubrir un secreto de larga duración sobre su hijo.
Honsoom,(2016),4.9,"Una emisora de arroyos temáticos de horror en vivo recibe un video que contiene un estudiante de la escuela secundaria femenina que desaparece justo después de que ella llamara a un fantasma mientras juegas a esconderse y (ir), busca solo.Luego va a investigar."
Missing: Sarajin Yeoja,(2016),6.5,Un divorcio con dificultades descubre que su hija infantil y su niñera china se han desaparecido.
Pandora,(2016),6.7,La explosión de una planta de energía nuclear causada por un terremoto conduce a un desastre que nadie más que a sus trabajadores puede detenerse a partir de la propagación.
Grand Father,(2016),5.9,"Un veterano de guerra de Vietnam, Ki Gwang es un viejo conductor de autobús.Un día, se enfrentó a que su hijo se había suicidado.Este fue el comienzo de su venganza para el mundo."
Making Family,(I) (2016),6.9,"Una mujer de carrera independiente que quiere una familia sin un esposo y un hombre que no tiene interés en una familia propia, un día pasa por algo inesperado y se convierte en una familia."
Vos y los tuyos,(2016),6.9,"Una incursión en el extraño con un giro en ""ese objeto oscuro del deseo"" de Luis Buñuel."
Okja,(2017),7.3,"Una niña corre el riesgo de todo para evitar que una empresa multinacional poderosa suministra a su mejor amiga, una bestia fascinante llamada Okja."
